Company Name,Sales,Operating Income,Net Income,Operating CF,,단위: 억 원
한국선재,"1,927 ",72 ,68 ,50 ,<-,18년
,"1,855 ",67 ,31 ,23 ,<-,19년
,"1,872 ",52 ,21 ,187 ,<-,20년
,"2,142 ",180 ,120 ,105 ,<-,21년
,"2,455 ",113 ,150 ,-97 ,<-,22년
파이오링크,274 ,11 ,4 ,9 ,<-,18년
,351 ,42 ,56 ,82 ,<-,19년
,398 ,65 ,107 ,63 ,<-,20년
,543 ,109 ,112 ,115 ,<-,21년
,616 ,114 ,121 ,88 ,<-,22년
옵투스제약,496 ,107 ,100 ,150 ,<-,18년
,604 ,152 ,146 ,168 ,<-,19년
,608 ,155 ,144 ,174 ,<-,20년
,573 ,105 ,99 ,71 ,<-,21년
,587 ,53 ,50 ,20 ,<-,22년
피제이메탈,"1,501 ",47 ,32 ,99 ,<-,18년
,"1,421 ",44 ,21 ,56 ,<-,19년
,"1,281 ",64 ,47 ,30 ,<-,20년
,"2,462 ",252 ,184 ,83 ,<-,21년
,"2,690 ",104 ,58 ,-42 ,<-,22년
창해에탄올,"1,954 ",105 ,-146 ,91 ,<-,18년
,"1,873 ",46 ,53 ,249 ,<-,19년
,"1,147 ",194 ,134 ,122 ,<-,20년
,970 ,141 ,101 ,128 ,<-,21년
,"1,094 ",98 ,3 ,31 ,<-,22년
신일제약,533 ,60 ,57 ,92 ,<-,18년
,606 ,94 ,73 ,123 ,<-,19년
,614 ,68 ,75 ,111 ,<-,20년
,618 ,80 ,67 ,112 ,<-,21년
,800 ,137 ,122 ,137 ,<-,22년
KBG,164 ,29 ,21 ,20 ,<-,18년
,185 ,30 ,-14 ,31 ,<-,19년
,198 ,34 ,31 ,26 ,<-,20년
,272 ,59 ,40 ,31 ,<-,21년
,243 ,41 ,33 ,17 ,<-,22년
머큐리,"1,339 ",102 ,136 ,173 ,<-,18년
,"1,110 ",21 ,23 ,-19 ,<-,19년
,"1,178 ",34 ,82 ,35 ,<-,20년
,"1,216 ",56 ,57 ,-96 ,<-,21년
,"1,631 ",49 ,5 ,-157 ,<-,22년
서호전기,312 ,65 ,54 ,130 ,<-,18년
,649 ,122 ,153 ,6 ,<-,19년
,657 ,113 ,68 ,97 ,<-,20년
,743 ,148 ,174 ,100 ,<-,21년
,602 ,125 ,113 ,157 ,<-,22년
제이티,336 ,38 ,24 ,11 ,<-,18년
,424 ,62 ,38 ,85 ,<-,19년
,446 ,53 ,52 ,38 ,<-,20년
,656 ,112 ,139 ,180 ,<-,21년
,819 ,151 ,150 ,125 ,<-,22년
잉글우드랩,"1,188 ",-3 ,-59 ,-94 ,<-,18년
,"1,333 ",67 ,23 ,121 ,<-,19년
,"1,372 ",79 ,31 ,73 ,<-,20년
,"1,608 ",170 ,150 ,-69 ,<-,21년
,"1,515 ",99 ,73 ,96 ,<-,22년
인지디스플레,"5,144 ",221 ,122 ,194 ,<-,18년
,"5,578 ",238 ,86 ,412 ,<-,19년
,"5,966 ",346 ,222 ,456 ,<-,20년
,"6,172 ",113 ,79 ,358 ,<-,21년
,"7,010 ",186 ,68 ,302 ,<-,22년
유아이엘,"4,236 ",84 ,94 ,228 ,<-,18년
,"4,085 ",89 ,82 ,243 ,<-,19년
,"2,988 ",-125 ,-109 ,-54 ,<-,20년
,"2,666 ",-66 ,-164 ,17 ,<-,21년
,"3,329 ",58 ,68 ,104 ,<-,22년
에스텍,"3,064 ",180 ,200 ,238 ,<-,18년
,"3,380 ",175 ,172 ,232 ,<-,19년
,"3,125 ",133 ,122 ,147 ,<-,20년
,"3,307 ",-459 ,-348 ,-465 ,<-,21년
,"4,684 ",87 ,95 ,90 ,<-,22년
대봉엘에스,718 ,79 ,66 ,88 ,<-,18년
,695 ,74 ,62 ,60 ,<-,19년
,763 ,81 ,74 ,157 ,<-,20년
,830 ,97 ,100 ,101 ,<-,21년
,935 ,82 ,118 ,88 ,<-,22년
경남스틸,"2,749 ",63 ,54 ,228 ,<-,18년
,"3,182 ",61 ,46 ,109 ,<-,19년
,"2,975 ",53 ,30 ,84 ,<-,20년
,"3,423 ",69 ,61 ,39 ,<-,21년
,"4,153 ",114 ,97 ,63 ,<-,22년
이랜시스,484 ,41 ,20 ,39 ,<-,18년
,523 ,41 ,11 ,13 ,<-,19년
,612 ,43 ,34 ,44 ,<-,20년
,783 ,69 ,62 ,70 ,<-,21년
,826 ,55 ,52 ,63 ,<-,22년
웰크론,"3,948 ",101 ,65 ,-71 ,<-,18년
,"3,770 ",32 ,-239 ,311 ,<-,19년
,"3,302 ",198 ,99 ,393 ,<-,20년
,"3,886 ",132 ,78 ,-98 ,<-,21년
,"4,457 ",63 ,-8 ,296 ,<-,22년
오텍,"9,187 ",298 ,187 ,345 ,<-,18년
,"9,523 ",305 ,142 ,-702 ,<-,19년
,"9,257 ",93 ,62 ,-163 ,<-,20년
,"10,176 ",64 ,-1 ,51 ,<-,21년
,"10,195 ",-191 ,-388 ,-352 ,<-,22년
파워넷,"1,169 ",28 ,45 ,27 ,<-,18년
,"1,286 ",52 ,54 ,40 ,<-,19년
,"1,472 ",66 ,2 ,40 ,<-,20년
,"2,079 ",55 ,24 ,35 ,<-,21년
,"2,111 ",57 ,17 ,-21 ,<-,22년
리메드,80 ,-8 ,-74 ,-3 ,<-,18년
,186 ,43 ,44 ,32 ,<-,19년
,166 ,17 ,-18 ,26 ,<-,20년
,202 ,11 ,8 ,-33 ,<-,21년
,214 ,17 ,40 ,52 ,<-,22년
코리아에프티,"3,880 ",68 ,40 ,219 ,<-,18년
,"4,387 ",82 ,57 ,266 ,<-,19년
,"4,097 ",62 ,39 ,142 ,<-,20년
,"4,657 ",95 ,48 ,395 ,<-,21년
,"5,610 ",194 ,83 ,487 ,<-,22년
힘스,355 ,-17 ,-10 ,-61 ,<-,18년
,851 ,77 ,84 ,-16 ,<-,19년
,"1,062 ",250 ,172 ,329 ,<-,20년
,506 ,-44 ,-4 ,-32 ,<-,21년
,315 ,-133 ,-86 ,-92 ,<-,22년
에프엔에스테크,464 ,27 ,32 ,29 ,<-,18년
,341 ,22 ,14 ,39 ,<-,19년
,919 ,111 ,82 ,214 ,<-,20년
,661 ,24 ,9 ,-94 ,<-,21년
,676 ,58 ,40 ,146 ,<-,22년
옵티시스,213 ,32 ,28 ,31 ,<-,18년
,197 ,22 ,28 ,21 ,<-,19년
,204 ,16 ,15 ,37 ,<-,20년
,242 ,42 ,58 ,37 ,<-,21년
,287 ,77 ,74 ,46 ,<-,22년
한일단조,"1,527 ",5 ,-9 ,23 ,<-,18년
,"1,412 ",57 ,35 ,239 ,<-,19년
,"1,383 ",9 ,-36 ,140 ,<-,20년
,"1,525 ",-34 ,-87 ,-55 ,<-,21년
,"1,774 ",146 ,72 ,186 ,<-,22년
뉴트리,872 ,99 ,21 ,79 ,<-,18년
,"1,251 ",120 ,95 ,75 ,<-,19년
,"1,894 ",229 ,194 ,43 ,<-,20년
,"2,470 ",211 ,199 ,130 ,<-,21년
,"1,986 ",45 ,48 ,-36 ,<-,22년
위지트,448 ,49 ,64 ,53 ,<-,18년
,317 ,-11 ,-56 ,0 ,<-,19년
,301 ,-14 ,78 ,31 ,<-,20년
,312 ,1 ,101 ,5 ,<-,21년
,352 ,22 ,137 ,-19 ,<-,22년
동국알앤에스,"1,016 ",58 ,31 ,63 ,<-,18년
,"1,018 ",36 ,26 ,54 ,<-,19년
,934 ,42 ,32 ,100 ,<-,20년
,"1,041 ",28 ,30 ,-38 ,<-,21년
,"1,182 ",42 ,39 ,66 ,<-,22년
구영테크,"1,952 ",54 ,59 ,33 ,<-,18년
,"2,309 ",52 ,34 ,77 ,<-,19년
,"1,967 ",29 ,7 ,182 ,<-,20년
,"2,034 ",40 ,31 ,172 ,<-,21년
,"2,742 ",77 ,40 ,221 ,<-,22년
삼현철강,"2,280 ",90 ,72 ,77 ,<-,18년
,"2,376 ",79 ,65 ,73 ,<-,19년
,"2,249 ",86 ,77 ,96 ,<-,20년
,"3,221 ",331 ,254 ,-60 ,<-,21년
,"3,406 ",191 ,160 ,388 ,<-,22년
하츠,"1,035 ",13 ,15 ,27 ,<-,18년
,"1,123 ",25 ,24 ,80 ,<-,19년
,"1,251 ",79 ,60 ,71 ,<-,20년
,"1,372 ",100 ,81 ,53 ,<-,21년
,"1,431 ",72 ,46 ,0 ,<-,22년
고려제약,520 ,35 ,66 ,58 ,<-,18년
,555 ,34 ,39 ,62 ,<-,19년
,668 ,110 ,74 ,123 ,<-,20년
,745 ,113 ,90 ,88 ,<-,21년
,800 ,143 ,118 ,59 ,<-,22년
메디아나,468 ,35 ,32 ,37 ,<-,18년
,484 ,77 ,67 ,122 ,<-,19년
,675 ,157 ,112 ,94 ,<-,20년
,568 ,83 ,88 ,121 ,<-,21년
,683 ,106 ,106 ,97 ,<-,22년
코데즈컴바인,293 ,48 ,35 ,28 ,<-,18년
,358 ,45 ,69 ,52 ,<-,19년
,325 ,37 ,57 ,40 ,<-,20년
,383 ,43 ,66 ,43 ,<-,21년
,391 ,39 ,76 ,33 ,<-,22년
흥국,"1,180 ",111 ,83 ,114 ,<-,18년
,"1,045 ",89 ,70 ,108 ,<-,19년
,"1,191 ",156 ,118 ,53 ,<-,20년
,"1,418 ",138 ,119 ,26 ,<-,21년
,"1,346 ",112 ,86 ,173 ,<-,22년
슈프리마아이디,181 ,52 ,36 ,47 ,<-,18년
,121 ,5 ,11 ,16 ,<-,19년
,84 ,-1 ,7 ,33 ,<-,20년
,145 ,30 ,33 ,20 ,<-,21년
,151 ,28 ,31 ,29 ,<-,22년
대주산업,841 ,34 ,17 ,-18 ,<-,18년
,843 ,27 ,18 ,58 ,<-,19년
,852 ,45 ,35 ,43 ,<-,20년
,844 ,26 ,38 ,23 ,<-,21년
,992 ,55 ,43 ,69 ,<-,22년
KX하이텍,610 ,42 ,46 ,20 ,<-,18년
,590 ,52 ,22 ,105 ,<-,19년
,747 ,73 ,16 ,7 ,<-,20년
,"1,049 ",87 ,49 ,110 ,<-,21년
,"1,564 ",123 ,145 ,138 ,<-,22년
TKG애강,650 ,100 ,75 ,137 ,<-,18년
,714 ,102 ,115 ,153 ,<-,19년
,590 ,55 ,25 ,109 ,<-,20년
,666 ,67 ,46 ,45 ,<-,21년
,761 ,45 ,46 ,22 ,<-,22년
에이텍,973 ,37 ,61 ,6 ,<-,18년
,993 ,44 ,64 ,67 ,<-,19년
,982 ,63 ,87 ,114 ,<-,20년
,703 ,30 ,61 ,12 ,<-,21년
,917 ,9 ,54 ,42 ,<-,22년
대륙제관,"1,963 ",56 ,36 ,52 ,<-,18년
,"1,973 ",84 ,54 ,195 ,<-,19년
,"2,122 ",157 ,120 ,181 ,<-,20년
,"2,359 ",76 ,76 ,-12 ,<-,21년
,"2,760 ",97 ,97 ,119 ,<-,22년
엘엠에스,"1,094 ",113 ,66 ,235 ,<-,18년
,"1,632 ",95 ,111 ,-58 ,<-,19년
,"1,197 ",-125 ,-185 ,111 ,<-,20년
,957 ,-64 ,21 ,66 ,<-,21년
,989 ,15 ,3 ,102 ,<-,22년
제룡산업,320 ,31 ,32 ,13 ,<-,18년
,271 ,15 ,25 ,38 ,<-,19년
,266 ,31 ,57 ,37 ,<-,20년
,374 ,68 ,75 ,61 ,<-,21년
,593 ,96 ,91 ,84 ,<-,22년
진양제약,469 ,15 ,9 ,11 ,<-,18년
,474 ,-2 ,16 ,72 ,<-,19년
,495 ,43 ,52 ,62 ,<-,20년
,628 ,70 ,95 ,20 ,<-,21년
,763 ,111 ,123 ,74 ,<-,22년
제너셈,260 ,-63 ,-80 ,-37 ,<-,18년
,387 ,31 ,31 ,53 ,<-,19년
,419 ,-10 ,-11 ,-43 ,<-,20년
,597 ,56 ,52 ,44 ,<-,21년
,596 ,85 ,122 ,85 ,<-,22년
코위버,551 ,-8 ,62 ,25 ,<-,18년
,"1,131 ",117 ,206 ,32 ,<-,19년
,809 ,32 ,54 ,103 ,<-,20년
,857 ,57 ,70 ,-37 ,<-,21년
,896 ,3 ,45 ,-141 ,<-,22년
슈프리마에이치큐,321 ,73 ,73 ,96 ,<-,18년
,262 ,20 ,82 ,42 ,<-,19년
,263 ,43 ,69 ,73 ,<-,20년
,309 ,67 ,121 ,62 ,<-,21년
,324 ,66 ,137 ,67 ,<-,22년
태양,"1,367 ",-14 ,18 ,54 ,<-,18년
,"1,418 ",70 ,74 ,194 ,<-,19년
,"1,415 ",93 ,70 ,165 ,<-,20년
,"1,500 ",25 ,48 ,44 ,<-,21년
,"1,742 ",74 ,66 ,119 ,<-,22년
디에이피,"3,041 ",116 ,75 ,349 ,<-,18년
,"2,705 ",8 ,10 ,144 ,<-,19년
,"3,013 ",82 ,50 ,206 ,<-,20년
,"3,079 ",77 ,82 ,183 ,<-,21년
,"3,337 ",90 ,53 ,150 ,<-,22년
알톤스포츠,491 ,-12 ,-23 ,12 ,<-,18년
,312 ,-106 ,-122 ,53 ,<-,19년
,449 ,53 ,56 ,40 ,<-,20년
,500 ,49 ,48 ,-6 ,<-,21년
,513 ,21 ,-7 ,19 ,<-,22년
한독크린텍,396 ,49 ,42 ,28 ,<-,18년
,484 ,61 ,48 ,53 ,<-,19년
,610 ,94 ,82 ,70 ,<-,20년
,527 ,49 ,46 ,34 ,<-,21년
,591 ,51 ,51 ,31 ,<-,22년
오디텍,452 ,11 ,35 ,45 ,<-,18년
,416 ,12 ,21 ,28 ,<-,19년
,422 ,13 ,55 ,67 ,<-,20년
,469 ,26 ,41 ,30 ,<-,21년
,404 ,-34 ,-41 ,35 ,<-,22년
파버나인,"1,124 ",57 ,47 ,-27 ,<-,18년
,"1,036 ",-49 ,-126 ,27 ,<-,19년
,"1,288 ",85 ,43 ,219 ,<-,20년
,"1,263 ",59 ,69 ,36 ,<-,21년
,"1,180 ",112 ,73 ,26 ,<-,22년
케이엠,"1,183 ",52 ,46 ,22 ,<-,18년
,"1,276 ",72 ,64 ,78 ,<-,19년
,"1,879 ",426 ,327 ,294 ,<-,20년
,"1,432 ",83 ,74 ,-23 ,<-,21년
,"1,516 ",69 ,77 ,122 ,<-,22년
배럴,501 ,67 ,44 ,19 ,<-,18년
,599 ,85 ,69 ,73 ,<-,19년
,267 ,-75 ,-62 ,-87 ,<-,20년
,215 ,-77 ,-70 ,19 ,<-,21년
,380 ,-43 ,-59 ,-22 ,<-,22년
대유에이피,"1,940 ",104 ,80 ,158 ,<-,18년
,"1,575 ",101 ,80 ,-48 ,<-,19년
,"1,718 ",141 ,58 ,210 ,<-,20년
,"1,790 ",114 ,82 ,59 ,<-,21년
,"2,260 ",223 ,239 ,199 ,<-,22년
지엔씨에너지,"1,261 ",65 ,74 ,96 ,<-,18년
,"1,683 ",91 ,81 ,1 ,<-,19년
,"1,610 ",68 ,6 ,173 ,<-,20년
,"1,225 ",69 ,38 ,139 ,<-,21년
,"1,485 ",61 ,260 ,-307 ,<-,22년
영우디에스피,"1,463 ",-143 ,-182 ,19 ,<-,18년
,975 ,136 ,-16 ,-214 ,<-,19년
,"1,016 ",79 ,77 ,104 ,<-,20년
,796 ,85 ,88 ,56 ,<-,21년
,495 ,-164 ,-257 ,-15 ,<-,22년
에이텍티앤,"1,186 ",78 ,58 ,87 ,<-,18년
,"1,280 ",52 ,50 ,222 ,<-,19년
,"1,184 ",47 ,39 ,3 ,<-,20년
,"1,318 ",59 ,49 ,130 ,<-,21년
,"1,505 ",65 ,62 ,154 ,<-,22년
멕아이씨에스,87 ,-18 ,-28 ,-16 ,<-,18년
,129 ,-2 ,-17 ,-11 ,<-,19년
,681 ,303 ,241 ,35 ,<-,20년
,493 ,106 ,91 ,81 ,<-,21년
,288 ,-18 ,-28 ,57 ,<-,22년
서전기전,573 ,51 ,34 ,55 ,<-,18년
,611 ,11 ,13 ,28 ,<-,19년
,614 ,30 ,25 ,80 ,<-,20년
,525 ,-26 ,-24 ,-37 ,<-,21년
,507 ,-29 ,-32 ,-38 ,<-,22년
네오티스,452 ,47 ,32 ,52 ,<-,18년
,424 ,34 ,15 ,32 ,<-,19년
,380 ,37 ,4 ,79 ,<-,20년
,660 ,97 ,77 ,67 ,<-,21년
,804 ,117 ,67 ,84 ,<-,22년
코맥스,"1,444 ",55 ,30 ,12 ,<-,18년
,"1,431 ",64 ,39 ,32 ,<-,19년
,"1,304 ",1 ,-14 ,56 ,<-,20년
,"1,414 ",-122 ,-141 ,8 ,<-,21년
,"1,560 ",-51 ,-52 ,-56 ,<-,22년
씨큐브,414 ,50 ,45 ,56 ,<-,18년
,447 ,77 ,59 ,58 ,<-,19년
,370 ,41 ,36 ,37 ,<-,20년
,400 ,41 ,35 ,50 ,<-,21년
,463 ,65 ,54 ,99 ,<-,22년
화신정공,"2,119 ",15 ,11 ,88 ,<-,18년
,"2,311 ",40 ,35 ,109 ,<-,19년
,"2,471 ",66 ,48 ,159 ,<-,20년
,"2,547 ",55 ,45 ,34 ,<-,21년
,"3,179 ",93 ,71 ,169 ,<-,22년
TPC,"1,046 ",32 ,41 ,9 ,<-,18년
,"1,011 ",2 ,-41 ,13 ,<-,19년
,886 ,20 ,41 ,48 ,<-,20년
,870 ,21 ,20 ,7 ,<-,21년
,943 ,9 ,3 ,-16 ,<-,22년
대동기어,"1,320 ",30 ,2 ,113 ,<-,18년
,"1,431 ",32 ,-6 ,61 ,<-,19년
,"1,564 ",50 ,23 ,125 ,<-,20년
,"2,029 ",75 ,48 ,4 ,<-,21년
,"2,421 ",76 ,42 ,18 ,<-,22년
인산가,252 ,42 ,-9 ,28 ,<-,18년
,259 ,40 ,32 ,38 ,<-,19년
,305 ,57 ,48 ,57 ,<-,20년
,383 ,82 ,64 ,95 ,<-,21년
,335 ,47 ,38 ,1 ,<-,22년
한일화학,"1,529 ",46 ,28 ,134 ,<-,18년
,"1,087 ",23 ,17 ,106 ,<-,19년
,868 ,15 ,-13 ,43 ,<-,20년
,"1,139 ",5 ,227 ,-71 ,<-,21년
,"1,563 ",49 ,40 ,-64 ,<-,22년
알로이스,218 ,23 ,21 ,-27 ,<-,18년
,302 ,42 ,-40 ,-11 ,<-,19년
,256 ,44 ,35 ,61 ,<-,20년
,367 ,70 ,55 ,16 ,<-,21년
,287 ,43 ,61 ,8 ,<-,22년
에스에이티,"1,339 ",73 ,68 ,102 ,<-,18년
,"1,402 ",100 ,95 ,144 ,<-,19년
,"1,252 ",62 ,40 ,33 ,<-,20년
,"1,631 ",71 ,64 ,65 ,<-,21년
,"1,744 ",111 ,90 ,122 ,<-,22년
KBI메탈,"4,638 ",53 ,44 ,193 ,<-,18년
,"4,948 ",103 ,68 ,-49 ,<-,19년
,"4,922 ",108 ,24 ,102 ,<-,20년
,"6,830 ",135 ,-7 ,-192 ,<-,21년
,"7,105 ",54 ,24 ,83 ,<-,22년
크린앤사이언스,952 ,81 ,69 ,43 ,<-,18년
,"1,183 ",109 ,81 ,83 ,<-,19년
,"1,505 ",189 ,134 ,212 ,<-,20년
,"1,217 ",-27 ,-73 ,112 ,<-,21년
,860 ,-109 ,-163 ,6 ,<-,22년
우리이앤엘,"1,429 ",46 ,20 ,76 ,<-,18년
,"1,332 ",36 ,48 ,104 ,<-,19년
,"1,223 ",34 ,-15 ,152 ,<-,20년
,"1,557 ",135 ,179 ,147 ,<-,21년
,"1,362 ",27 ,53 ,284 ,<-,22년
원풍,683 ,11 ,20 ,29 ,<-,18년
,729 ,27 ,19 ,77 ,<-,19년
,736 ,51 ,36 ,72 ,<-,20년
,889 ,39 ,52 ,46 ,<-,21년
,895 ,78 ,85 ,128 ,<-,22년
마이크로프랜드,406 ,-31 ,-19 ,63 ,<-,18년
,367 ,-28 ,-46 ,27 ,<-,19년
,510 ,49 ,64 ,100 ,<-,20년
,605 ,102 ,79 ,101 ,<-,21년
,382 ,-52 ,-39 ,-24 ,<-,22년
폴라리스우노,445 ,9 ,-23 ,23 ,<-,18년
,424 ,11 ,-5 ,-73 ,<-,19년
,489 ,53 ,18 ,72 ,<-,20년
,670 ,58 ,47 ,1 ,<-,21년
,970 ,75 ,37 ,144 ,<-,22년
신화콘텍,387 ,-4 ,-8 ,80 ,<-,18년
,443 ,-7 ,-27 ,12 ,<-,19년
,444 ,6 ,3 ,3 ,<-,20년
,439 ,24 ,34 ,58 ,<-,21년
,449 ,40 ,47 ,89 ,<-,22년
한국큐빅,"1,643 ",32 ,8 ,28 ,<-,18년
,"1,568 ",60 ,33 ,82 ,<-,19년
,"1,707 ",118 ,105 ,156 ,<-,20년
,"1,721 ",91 ,75 ,17 ,<-,21년
,"2,100 ",91 ,65 ,94 ,<-,22년
네오오토,"1,152 ",24 ,58 ,215 ,<-,18년
,"1,184 ",8 ,25 ,140 ,<-,19년
,"1,175 ",30 ,35 ,151 ,<-,20년
,"1,424 ",59 ,66 ,171 ,<-,21년
,"1,640 ",80 ,79 ,265 ,<-,22년
백금T&A,"1,122 ",65 ,60 ,84 ,<-,18년
,"1,556 ",185 ,88 ,401 ,<-,19년
,"1,328 ",61 ,-8 ,-70 ,<-,20년
,"1,565 ",100 ,98 ,17 ,<-,21년
,"1,476 ",153 ,113 ,107 ,<-,22년
SG,"1,423 ",151 ,96 ,-246 ,<-,18년
,"1,328 ",128 ,96 ,-92 ,<-,19년
,759 ,45 ,-14 ,205 ,<-,20년
,701 ,-23 ,-129 ,-95 ,<-,21년
,899 ,6 ,24 ,14 ,<-,22년
GH신소재,653 ,7 ,4 ,9 ,<-,18년
,672 ,16 ,22 ,32 ,<-,19년
,595 ,9 ,1 ,3 ,<-,20년
,667 ,22 ,24 ,4 ,<-,21년
,869 ,32 ,44 ,6 ,<-,22년
아이컴포넌트,257 ,-34 ,-31 ,-1 ,<-,18년
,290 ,-15 ,-12 ,15 ,<-,19년
,291 ,17 ,4 ,40 ,<-,20년
,353 ,20 ,27 ,44 ,<-,21년
,353 ,29 ,32 ,96 ,<-,22년
이노인스트루먼트,499 ,-49 ,-42 ,-38 ,<-,18년
,435 ,-175 ,-243 ,-5 ,<-,19년
,420 ,31 ,53 ,43 ,<-,20년
,472 ,74 ,102 ,47 ,<-,21년
,499 ,29 ,56 ,66 ,<-,22년
유니온커뮤니티,360 ,32 ,36 ,33 ,<-,18년
,410 ,35 ,41 ,43 ,<-,19년
,438 ,24 ,22 ,67 ,<-,20년
,390 ,3 ,23 ,11 ,<-,21년
,463 ,13 ,22 ,-21 ,<-,22년
세화피앤씨,277 ,7 ,11 ,-28 ,<-,18년
,292 ,5 ,6 ,25 ,<-,19년
,366 ,52 ,43 ,81 ,<-,20년
,397 ,54 ,49 ,64 ,<-,21년
,379 ,8 ,13 ,20 ,<-,22년
신진에스엠,562 ,41 ,30 ,72 ,<-,18년
,518 ,30 ,24 ,57 ,<-,19년
,484 ,-2 ,-11 ,62 ,<-,20년
,611 ,41 ,46 ,43 ,<-,21년
,663 ,67 ,45 ,83 ,<-,22년
삼영엠텍,691 ,8 ,13 ,28 ,<-,18년
,698 ,31 ,35 ,99 ,<-,19년
,680 ,9 ,70 ,82 ,<-,20년
,698 ,8 ,-77 ,-39 ,<-,21년
,907 ,-32 ,-87 ,26 ,<-,22년
성우테크론,395 ,72 ,54 ,78 ,<-,18년
,330 ,22 ,45 ,0 ,<-,19년
,379 ,43 ,39 ,94 ,<-,20년
,439 ,55 ,56 ,86 ,<-,21년
,444 ,48 ,48 ,48 ,<-,22년
피델릭스,754 ,36 ,35 ,-34 ,<-,18년
,560 ,-5 ,-12 ,-37 ,<-,19년
,587 ,-37 ,-52 ,157 ,<-,20년
,776 ,38 ,29 ,71 ,<-,21년
,726 ,63 ,82 ,8 ,<-,22년
케이씨피드,637 ,4 ,10 ,-29 ,<-,18년
,643 ,-17 ,-65 ,4 ,<-,19년
,657 ,14 ,11 ,28 ,<-,20년
,757 ,45 ,43 ,46 ,<-,21년
,885 ,49 ,42 ,8 ,<-,22년
기산텔레콤,564 ,-29 ,-33 ,-46 ,<-,18년
,671 ,40 ,35 ,82 ,<-,19년
,688 ,4 ,3 ,24 ,<-,20년
,619 ,-10 ,-7 ,13 ,<-,21년
,678 ,46 ,36 ,-38 ,<-,22년
에스폴리텍,"1,369 ",38 ,15 ,-20 ,<-,18년
,"1,350 ",149 ,107 ,234 ,<-,19년
,"1,352 ",142 ,77 ,37 ,<-,20년
,"1,098 ",44 ,53 ,201 ,<-,21년
,825 ,-16 ,-28 ,111 ,<-,22년
풍강,790 ,7 ,8 ,55 ,<-,18년
,815 ,15 ,12 ,65 ,<-,19년
,639 ,2 ,2 ,95 ,<-,20년
,768 ,42 ,44 ,67 ,<-,21년
,834 ,30 ,44 ,84 ,<-,22년
부스타,819 ,20 ,30 ,-10 ,<-,18년
,965 ,33 ,35 ,28 ,<-,19년
,"1,006 ",59 ,55 ,57 ,<-,20년
,982 ,0 ,23 ,44 ,<-,21년
,919 ,-33 ,-12 ,-6 ,<-,22년
빛샘전자,474 ,16 ,17 ,39 ,<-,18년
,464 ,19 ,19 ,73 ,<-,19년
,475 ,11 ,11 ,45 ,<-,20년
,818 ,40 ,42 ,12 ,<-,21년
,930 ,25 ,22 ,56 ,<-,22년
바이오로그디바이스,815 ,80 ,58 ,6 ,<-,18년
,904 ,70 ,61 ,247 ,<-,19년
,918 ,-43 ,-169 ,62 ,<-,20년
,838 ,-67 ,-79 ,-32 ,<-,21년
,"1,065 ",4 ,4 ,48 ,<-,22년
피앤씨테크,228 ,18 ,23 ,-10 ,<-,18년
,214 ,23 ,28 ,45 ,<-,19년
,196 ,11 ,22 ,34 ,<-,20년
,217 ,20 ,34 ,31 ,<-,21년
,220 ,24 ,29 ,21 ,<-,22년
메디앙스,"1,078 ",34 ,32 ,26 ,<-,18년
,973 ,-1 ,326 ,109 ,<-,19년
,745 ,-4 ,40 ,-55 ,<-,20년
,715 ,45 ,44 ,85 ,<-,21년
,714 ,16 ,-117 ,22 ,<-,22년
티피씨글로벌,784 ,11 ,23 ,14 ,<-,18년
,847 ,5 ,-28 ,64 ,<-,19년
,793 ,8 ,20 ,38 ,<-,20년
,804 ,5 ,-49 ,36 ,<-,21년
,813 ,-16 ,22 ,-2 ,<-,22년
에이치케이,555 ,10 ,14 ,-20 ,<-,18년
,550 ,9 ,8 ,42 ,<-,19년
,555 ,14 ,12 ,107 ,<-,20년
,718 ,44 ,55 ,62 ,<-,21년
,814 ,58 ,43 ,-9 ,<-,22년
에스티오,883 ,5 ,-3 ,94 ,<-,18년
,851 ,54 ,33 ,-32 ,<-,19년
,684 ,-11 ,-27 ,19 ,<-,20년
,645 ,3 ,3 ,125 ,<-,21년
,732 ,30 ,16 ,41 ,<-,22년
케이피티유,251 ,16 ,23 ,5 ,<-,18년
,243 ,6 ,-8 ,25 ,<-,19년
,259 ,8 ,-31 ,6 ,<-,20년
,315 ,12 ,61 ,12 ,<-,21년
,369 ,14 ,20 ,0 ,<-,22년
세진티에스,209 ,-14 ,-24 ,16 ,<-,18년
,212 ,-3 ,-21 ,12 ,<-,19년
,327 ,46 ,42 ,63 ,<-,20년
,270 ,21 ,29 ,42 ,<-,21년
,165 ,-19 ,-6 ,23 ,<-,22년
엘디티,72 ,3 ,4 ,9 ,<-,18년
,70 ,-13 ,-14 ,1 ,<-,19년
,121 ,16 ,13 ,17 ,<-,20년
,124 ,19 ,22 ,4 ,<-,21년
,117 ,15 ,20 ,33 ,<-,22년
